0,200000
0,250000
1014,250000
1014,200000
1014,200052
1014,200596
2037,200596
2037,200052
2145,200052
2145,200399
2197,200399
2197,200052
2305,200052
2305,200399
2357,200399
2357,200052
2465,200052
2465,200399
2517,200399
2517,200052
2625,200052
2625,200399
2677,200399
2677,200052
2785,200052
2785,200399
2837,200399
2837,200052
2945,200052
2945,200399
2997,200399
2997,200052
3105,200052
3105,200399
3157,200399
3157,200052
3745,200052
3745,200500
3797,200500
3797,200052
3905,200052
3905,200399
3957,200399
3957,200052
4065,200052
4065,200399
4117,200399
4117,200052
4225,200052
4225,200399
4277,200399
4277,200052
4385,200052
4385,200399
4437,200399
4437,200052
4545,200052
4545,200399
4597,200399
4597,200052
4705,200052
4705,200399
4757,200399
4757,200052
4865,200052
4865,200132
5197,200132
5197,200052
4865,200132
4865,200399
5117,200399
5117,200132
2037,200399
2037,200596
2145,200596
2145,200399
2145,200399
2145,200596
2197,200596
2197,200399
2197,200399
2197,200596
2305,200596
2305,200399
2305,200399
2305,200596
2357,200596
2357,200399
2357,200399
2357,200596
2465,200596
2465,200399
2465,200399
2465,200596
2517,200596
2517,200399
2517,200399
2517,200596
2625,200596
2625,200399
2625,200399
2625,200596
2677,200596
2677,200399
2677,200399
2677,200596
2785,200596
2785,200399
2785,200399
2785,200596
2837,200596
2837,200399
2837,200399
2837,200596
2945,200596
2945,200399
2945,200399
2945,200596
2997,200596
2997,200399
2997,200399
2997,200596
3105,200596
3105,200399
3105,200399
3105,200596
3157,200596
3157,200399
3797,200399
3797,200500
3905,200500
3905,200399
3905,200399
3905,200500
3957,200500
3957,200399
3957,200399
3957,200500
4065,200500
4065,200399
4065,200399
4065,200500
4117,200500
4117,200399
4117,200399
4117,200500
4225,200500
4225,200399
4225,200399
4225,200500
4277,200500
4277,200399
4277,200399
4277,200500
4385,200500
4385,200399
4385,200399
4385,200500
4437,200500
4437,200399
4437,200399
4437,200500
4545,200500
4545,200399
4545,200399
4545,200500
4597,200500
4597,200399
4597,200399
4597,200500
4705,200500
4705,200399
4705,200399
4705,200500
4757,200500
4757,200399
4757,200399
4757,200500
4865,200500
4865,200399
4865,200399
4865,200500
5117,200500
5117,200399
3157,200500
3157,200596
3745,200596
3745,200500
3745,200500
3745,200596
3797,200596
3797,200500
3797,200500
3797,200596
3905,200596
3905,200500
3905,200500
3905,200596
3957,200596
3957,200500
3957,200500
3957,200596
4065,200596
4065,200500
4065,200500
4065,200596
4117,200596
4117,200500
4117,200500
4117,200596
4225,200596
4225,200500
4225,200500
4225,200596
4277,200596
4277,200500
4277,200500
4277,200596
4385,200596
4385,200500
4385,200500
4385,200596
4437,200596
4437,200500
4437,200500
4437,200596
4545,200596
4545,200500
4545,200500
4545,200596
4597,200596
4597,200500
4597,200500
4597,200596
4705,200596
4705,200500
4705,200500
4705,200596
4757,200596
4757,200500
4757,200500
4757,200596
4865,200596
4865,200500
4865,200500
4865,200596
5117,200596
5117,200500
5117,200516
5117,200596
5197,200596
5197,200516
1014,200692
1014,200889
2319,200889
2319,200692
4582,200692
4582,200772
5197,200772
5197,200692
4582,200772
4582,200852
5117,200852
5117,200772
2319,200852
2319,200889
3371,200889
3371,200852
3531,200852
3531,200889
4582,200889
4582,200852
4582,200852
4582,200889
5117,200889
5117,200852
1014,200889
1014,201236
2037,201236
2037,200889
2145,200889
2145,201236
2197,201236
2197,200889
2305,200889
2305,201236
2319,201236
2319,200889
2319,200889
2319,201236
2357,201236
2357,200889
2465,200889
2465,201236
2517,201236
2517,200889
2625,200889
2625,201236
2677,201236
2677,200889
2785,200889
2785,201236
2837,201236
2837,200889
2945,200889
2945,201236
2997,201236
2997,200889
3105,200889
3105,201236
3157,201236
3157,200889
3265,200889
3265,201652
3371,201652
3371,200889
3531,200889
3531,201612
3637,201612
3637,200889
3745,200889
3745,201236
3797,201236
3797,200889
3905,200889
3905,201236
3957,201236
3957,200889
4065,200889
4065,201236
4117,201236
4117,200889
4225,200889
4225,201236
4277,201236
4277,200889
4385,200889
4385,201236
4437,201236
4437,200889
4545,200889
4545,201236
4582,201236
4582,200889
4582,200889
4582,201236
4597,201236
4597,200889
4705,200889
4705,201236
4757,201236
4757,200889
4865,200889
4865,201236
5117,201236
5117,200889
5117,201156
5117,201236
5197,201236
5197,201156
1014,201332
1014,201876
2037,201876
2037,201332
2145,201332
2145,201679
2197,201679
2197,201332
2305,201332
2305,201679
2357,201679
2357,201332
2465,201332
2465,201679
2517,201679
2517,201332
2625,201332
2625,201679
2677,201679
2677,201332
2785,201332
2785,201679
2837,201679
2837,201332
2945,201332
2945,201679
2997,201679
2997,201332
3105,201332
3105,201679
3157,201679
3157,201332
3745,201332
3745,201780
3797,201780
3797,201332
3905,201332
3905,201679
3957,201679
3957,201332
4065,201332
4065,201679
4117,201679
4117,201332
4225,201332
4225,201679
4277,201679
4277,201332
4385,201332
4385,201679
4437,201679
4437,201332
4545,201332
4545,201679
4597,201679
4597,201332
4705,201332
4705,201679
4757,201679
4757,201332
4865,201332
4865,201412
5197,201412
5197,201332
4865,201412
4865,201679
5117,201679
5117,201412
3371,201612
3371,201652
3531,201652
3531,201612
3531,201612
3531,201652
3637,201652
3637,201612
2037,201679
2037,201876
2145,201876
2145,201679
2145,201679
2145,201876
2197,201876
2197,201679
2197,201679
2197,201876
2305,201876
2305,201679
2305,201679
2305,201876
2357,201876
2357,201679
2357,201679
2357,201876
2465,201876
2465,201679
2465,201679
2465,201876
2517,201876
2517,201679
2517,201679
2517,201876
2625,201876
2625,201679
2625,201679
2625,201876
2677,201876
2677,201679
2677,201679
2677,201876
2785,201876
2785,201679
2785,201679
2785,201876
2837,201876
2837,201679
2837,201679
2837,201876
2945,201876
2945,201679
2945,201679
2945,201876
2997,201876
2997,201679
2997,201679
2997,201876
3105,201876
3105,201679
3105,201679
3105,201876
3157,201876
3157,201679
3797,201679
3797,201780
3905,201780
3905,201679
3905,201679
3905,201780
3957,201780
3957,201679
3957,201679
3957,201780
4065,201780
4065,201679
4065,201679
4065,201780
4117,201780
4117,201679
4117,201679
4117,201780
4225,201780
4225,201679
4225,201679
4225,201780
4277,201780
4277,201679
4277,201679
4277,201780
4385,201780
4385,201679
4385,201679
4385,201780
4437,201780
4437,201679
4437,201679
4437,201780
4545,201780
4545,201679
4545,201679
4545,201780
4597,201780
4597,201679
4597,201679
4597,201780
4705,201780
4705,201679
4705,201679
4705,201780
4757,201780
4757,201679
4757,201679
4757,201780
4865,201780
4865,201679
4865,201679
4865,201780
5117,201780
5117,201679
3157,201780
3157,201876
3745,201876
3745,201780
3745,201780
3745,201876
3797,201876
3797,201780
3797,201780
3797,201876
3905,201876
3905,201780
3905,201780
3905,201876
3957,201876
3957,201780
3957,201780
3957,201876
4065,201876
4065,201780
4065,201780
4065,201876
4117,201876
4117,201780
4117,201780
4117,201876
4225,201876
4225,201780
4225,201780
4225,201876
4277,201876
4277,201780
4277,201780
4277,201876
4385,201876
4385,201780
4385,201780
4385,201876
4437,201876
4437,201780
4437,201780
4437,201876
4545,201876
4545,201780
4545,201780
4545,201876
4597,201876
4597,201780
4597,201780
4597,201876
4705,201876
4705,201780
4705,201780
4705,201876
4757,201876
4757,201780
4757,201780
4757,201876
4865,201876
4865,201780
4865,201780
4865,201876
5117,201876
5117,201780
5117,201796
5117,201876
5197,201876
5197,201796
1014,201972
1014,202169
2319,202169
2319,201972
4582,201972
4582,202052
5197,202052
5197,201972
4582,202052
4582,202132
5117,202132
5117,202052
2319,202132
2319,202169
3371,202169
3371,202132
3531,202132
3531,202169
4582,202169
4582,202132
4582,202132
4582,202169
5117,202169
5117,202132
1014,202169
1014,202516
2037,202516
2037,202169
2145,202169
2145,202516
2197,202516
2197,202169
2305,202169
2305,202516
2319,202516
2319,202169
2319,202169
2319,202516
2357,202516
2357,202169
2465,202169
2465,202516
2517,202516
2517,202169
2625,202169
2625,202516
2677,202516
2677,202169
2785,202169
2785,202516
2837,202516
2837,202169
2945,202169
2945,202516
2997,202516
2997,202169
3105,202169
3105,202516
3157,202516
3157,202169
3265,202169
3265,202932
3371,202932
3371,202169
3531,202169
3531,202892
3637,202892
3637,202169
3745,202169
3745,202516
3797,202516
3797,202169
3905,202169
3905,202516
3957,202516
3957,202169
4065,202169
4065,202516
4117,202516
4117,202169
4225,202169
4225,202516
4277,202516
4277,202169
4385,202169
4385,202516
4437,202516
4437,202169
4545,202169
4545,202516
4582,202516
4582,202169
4582,202169
4582,202516
4597,202516
4597,202169
4705,202169
4705,202516
4757,202516
4757,202169
4865,202169
4865,202516
5117,202516
5117,202169
5117,202436
5117,202516
5197,202516
5197,202436
